"Document Title","Authors","Author Affiliations","Publication Title","Date Added To Xplore","Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBNs","DOI","Funding Information","PDF Link","Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms","Article Citation Count","Patent Citation Count","Reference Count","Copyright Year","License","Online Date","Issue Date","Meeting Date","Publisher","Document Identifier
"Internet of Things for e-Health: An approach to medical applications","I. Chiuchisan; I. Chiuchisan; M. Dimian","Department of Computer Science, Automation and Electronics, &#8220;Stefan cel Mare&#8221; University, Suceava, 13 Universitatii Street, 720229, Romania","2015 International Workshop on Computational Intelligence for Multimedia Understanding (IWCIM)","20151207","2015","","","1","5","Monitoring individuals at risk is one of the great challenges of modern society, especially because the number of people who work and generate income assets in society has decreased while the number of the inactive population has increased. Increased life expectancy of the elderly and the technological evolution led to innovative and effective solutions for in-home monitoring and treatment of patients with chronical diseases. In this paper, a survey of Internet of Things (IoT) and its applications to e-Health is presented along with a case study using the K53 Tower System platform for e-Health. This platform offers a broad range of technologies for body area network (BAN) measurements and communications in healthcare and other medical applications. This paper proposes novel solutions to monitor people at risk, focusing on two fundamental and very important aspects: prevention as well as effective intervention in cases of medical emergency.","","Electronic:978-1-4673-8457-5; POD:978-1-4673-8458-2; USB:978-1-4673-8456-8","10.1109/IWCIM.2015.7347091","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7347091","Internet of Things;Tower System;e-Health;home-monitoring;personalized healthcare","Biomedical equipment;Biomedical monitoring;Internet of things;Medical diagnostic imaging;Medical services;Monitoring","Internet of Things;body area networks;geriatrics;health care;home computing;medical computing;patient monitoring;patient treatment","Internet-of-things;IoT;K53 tower system platform;body area network measurements;chronical diseases;e-Health;healthcare;in-home monitoring;income asset generation;increased life expectancy;medical applications;medical emergency;patients treatment;technological evolution","","3","","25","","","","29-30 Oct. 2015","","IEEE","IEEE Conferences"
"Cyber Security for Personal Medical Devices Internet of Things","A. Mohan","Honeywell Res. Labs., Golden Valley, MN, USA","2014 IEEE International Conference on Distributed Computing in Sensor Systems","20140630","2014","","","372","374","Personal Medical Devices (PMDs) are attached to the patient's body to assist his physiological processes and to monitor his medical condition. These PMDs communicate with programming devices for various reasons like monitoring, firmware update, and operational parameter updates. With wider proliferation of PMDs, their communication and connectivity features will improve enabling greater mobility for the patient. The PMDs will essentially become part of the Internet of Things (IoTs) for medical devices providing almost seem less communication capabilities. This will expose the PMDs to new cyber threats. In this paper, we present the cyber threats to these devices and limitations of the PMD IoTs that make addressing these cyber threats challenging. We then present some initial solution approaches to address the identified cyber threats.","2325-2936;23252936","Electronic:978-1-4799-4618-1; POD:978-1-4799-4617-4","10.1109/DCOSS.2014.49","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6846193","Access control;Authentication;Cryptography;Implantable biomedical devices;Information security;Security threats","Batteries;Computer security;Cryptography;Monitoring;Privacy;Safety","Internet of Things;cryptography;health care;medical computing","Internet of Things;IoT;PMD;cyber security;cyber threats;medical condition;patient body;patient mobility;personal medical devices;physiological process;programming devices","","2","","7","","","","26-28 May 2014","","IEEE","IEEE Conferences"
"On the Application of the Internet of Things in the Field of Medical and Health Care","F. Hu; D. Xie; S. Shen","Sch. of Inf. Eng., Hubei Univ. of Chinese Med., Wuhan, China","2013 IEEE International Conference on Green Computing and Communications and IEEE Internet of Things and IEEE Cyber, Physical and Social Computing","20131212","2013","","","2053","2058","In this paper, through the introduction of the Internet of Things technology, we propose a new concept of the medical Internet of Things. Combing with the bottleneck and challenge which the medical and health care information encountered, we analyse that the Internet of Things has obvious advantages in the perceiving, transmission and application of information, and it will have a broad prospect of application in the field of medical and health care. With the strong support and guarantee for the Internet of Things technology, a kind of intelligent, accessible and communicative system will be the inevitable trend of future development. This article focuses on the specific application of the Internet of Things in the field of medical and health care, including medical equipment and medication control, medical information management, telemedicine and mobile medical care, personal health management, etc.","","Electronic:978-0-7695-5046-6; POD:978-1-4799-0631-4","10.1109/GreenCom-iThings-CPSCom.2013.384","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6682394","Medical and Health Care;Radio Frequency Identification;The Internet of Things","Biomedical equipment;Hospitals;Information management;Internet;Medical diagnostic imaging;Monitoring","Internet of Things;health care","Internet of Things technology;communicative system;health care information;medical care information;medical equipment;medical information management;medication control;mobile medical care;personal health management;telemedicine","","15","","9","","","","20-23 Aug. 2013","","IEEE","IEEE Conferences"
"The impact of the internet of Things on implanted medical devices including pacemakers, and ICDs","J. R. Stachel; E. Sejdić; A. Ogirala; M. H. Mickle","Department of Electrical and Computer Engineering, University of Pittsburgh, PA, USA","2013 IEEE International Instrumentation and Measurement Technology Conference (I2MTC)","20130715","2013","","","839","844","The Internet of Things describes multiple distributed systems where all (or most) everyday items include embedded systems in order to connect to the internet. This paradigm has the potential to revolutionize global industry and daily life. Healthcare is once such industry where the Internet of Things may provide great advantages to patients, care givers, and medical institutions. As the number of radio frequency emitters increases under this new paradigm public health and safety must also be taken into account. This paper explores the electromagnetic interference on implantable cardiac rhythm management devices caused by RFID interrogators. A standard electromagnetic compatibility test framework is proposed in order to diagnose the possibility of interference. Also, a mitigation method is proposed and tested. It is shown that the proposed method can reduce the incidence of clinically significant interference by nearly 60%.","1091-5281;10915281","Electronic:978-1-4673-4623-8; POD:978-1-4673-4621-4","10.1109/I2MTC.2013.6555533","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6555533","Defibrillator;Pacemaker;RFID;electromagnetic interference","Electromagnetic interference;Internet;Pacemakers;Radio frequency;Radiofrequency identification;Testing","Internet of Things;biomedical communication;embedded systems;medical computing;pacemakers;radiofrequency identification;radiofrequency interference","ICD;Internet of things;RFID interrogators;care givers;clinically significant interference;daily life;distributed systems;electromagnetic compatibility test framework;electromagnetic interference;embedded systems;global industry;healthcare;implantable cardiac rhythm management devices;implanted medical devices;medical institutions;pacemakers;public health;public safety;radio frequency emitters","","2","","22","","","","6-9 May 2013","","IEEE","IEEE Conferences"
"Research of Data Integration Technology Based on the Internet of Things of the Intelligent Medical Terminal","Z. Xinmei; X. Zhongfan; Y. Yongjin","Sch. of Mech. Eng. & Autom., Xihua Univ., Chengdu, China","2012 International Conference on Computer Science and Service System","20121231","2012","","","1504","1507","This thesis aims at studying various medical instrument of the data integration problem in the intelligent medical terminal. Medical instrument data integration processing of the scheme was put forward. The scheme adopts the switched Ethernet real-time communication system. First, identification medical instrument need to bind medical instrument information and medical instrument RFID tag information by using RFID technology. Then it is possible to make medical instrument RFID tags ID associate with its connection port addresses and generate the corresponding matching of the information. That is, the ability to determine medical instrument of the communication address. In order to prove the feasibility of this design, the authors also design the experiment system which includes two parts: hardware design and software design. Communicating-Device is bridge between communication and the computer connected with medical instrument. Application software is mainly used in system management and data processing in software design. Data processing software is usually used in integrating information of patients and connecting measured data. System management software which includes the system management module, user management module and physical examination module is used to provide management and monitoring system operation visual tools for the system and users.","","Electronic:978-0-7695-4719-0; POD:978-1-4673-0721-5","10.1109/CSSS.2012.152","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6394615","Data integration technology;RFID;The Internet of things;the Switched Ethernet","Computers;Instruments;Internet;Medical diagnostic imaging;Radiofrequency identification;Switches","Internet of Things;biomedical equipment;computerised monitoring;data integration;local area networks;medical information systems;radiofrequency identification","Internet of Things;application software design;communicating-device;communication address;data processing software;hardware design;information matching;intelligent medical terminal;medical instrument RFID tag ID information;medical instrument data integration processing;monitoring system operation visual tools;patient information integration;physical examination module;port addresses;switched Ethernet real-time communication system;system management module;system management software;user management module","","0","","8","","","","11-13 Aug. 2012","","IEEE","IEEE Conferences"
"Medical application on internet of things","Wei Zhao; Chaowei Wang; Y. Nakahira","ANJIN Medical Technology (Beijing) Co.,Ltd, 100082, China","IET International Conference on Communication Technology and Application (ICCTA 2011)","20120507","2011","","","660","665","Internet technology provides various services via network. With the diversification of terminals and development of internet technology, internet technology has come into the stage of Next Generation Network(NGN) technology. Comparing with the current Internet technology that provides services in the imaginary space, the technology on Internet of Things (IOT) is based on real word. It links things together via sensors and wireless communication technology to collect a variety of information on the condition of people and their surrounding space in the real world. The combination of Internet technology and Technology on IOT integrates physical world and imaginary space on a shared platform to eliminate the constraints of imaginary space and provide intricate, diverse, and advanced services focusing on people, which have not been achieved [1]. The future direction for the integration of Internet technology and technology on IOT, the technology of body sensor network and information services are suggested. This paper analyze the possibility and related issues of providing advanced services for human health management in the real world and research direction of medical technology on IOT.","","Electronic:978-1-84919-470-9","10.1049/cp.2011.0751","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6192948","Body sensor;Body sensor network;Healthcare service;Internet of things (IOT);Medical and Telecommunications;Medical body area network (MBAN)","","Web services;body sensor networks;telemedicine","Internet;body sensor network;human health management;imaginary space;information services;medical application;next generation network technology;wireless communication technology","","4","","","","","","14-16 Oct. 2011","","IET","IET Conferences"
"Notice of Retraction<BR>Internet of things technology applied in medical information","Y. W. Wang; H. L. Yu; Y. Li","College of Huarui Northeast Petroleum University, Harbin, China","2011 International Conference on Consumer Electronics, Communications and Networks (CECNet)","20110516","2011","","","430","433","Notice of Retraction<BR><BR>After careful and considered review of the content of this paper by a duly constituted expert committee, this paper has been found to be in violation of IEEE's Publication Principles.<BR><BR>We hereby retract the content of this paper. Reasonable effort should be made to remove all past references to this paper.<BR><BR>The presenting author of this paper has the option to appeal this decision by contacting TPII@ieee.org.<BR><BR>Internet of things technology used in medical information is adopt in this paper. Firstly the structure feature of internet of things technology is researched. Then analyzing the development of EPC System Network, especially Internet of things technology applied in medical information. Therefore the remote consultation System based on internet of things is adopted, it is helpful to solve the area and time of the consultation system, furthermore the visiting rate for conventional patients is increasing, then the patient will be diagnosis and treatment immediately to avoiding the grew worth, therefore the present situation of medical resources is improved by this method.","","DVD:978-1-61284-457-2; Electronic:978-1-61284-459-6; POD:978-1-61284-458-9","10.1109/CECNET.2011.5768647","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5768647","Internet of Things;information sensing;remote consultation","Industries;Internet;Medical diagnostic imaging;Medical services;Radiofrequency identification;Wireless communication","Internet;medical computing","EPC system network;Internet of things technology;medical information;medical resource;patient diagnosis;remote consultation system","","6","","8","","","","16-18 April 2011","","IEEE","IEEE Conferences"
"An Architecture Based on Internet of Things to Support Mobility and Security in Medical Environments","A. J. J. Valera; M. A. Zamora; A. F. G. Skarmeta","Comput. Sci. Fac., Univ. of Murcia, Murcia, Spain","2010 7th IEEE Consumer Communications and Networking Conference","20100225","2010","","","1","5","Recently the problem of providing effective and appropriate healthcare to elderly and disable people is an important field in relative to the aging of population problems. The objective of information and communication technologies (ICT) is to focus on the new technologies the medical environments, so that it can provide management to accelerate and improve the clinical process. Our contribution is to introduce an approach based on Internet of things (IoT) in medical environments to achieve a global connectivity with the patient, sensors and everything around it. The main goal of this globality feature is to provide a context awareness to make the patient's life easier and the clinical process more effective. To achieve this approach, firstly has been developed an architecture which has been designed to offer great potential and flexibility of communications, monitoring and control. This architecture includes several advanced communication technologies; among them are 6LoWPAN and RFID/NFC, which are the basis of the IoT. Moreover the research deal with the problems related to the mobility and security that happens when IoT is applied in medical environments. The mobility issue requires developing a protocol over 6LoWPAN network to be carried out in sensor networks with high specification related with low power consumption and capacity. While in the RFID/NFC technologies need to support secure communications, our proposal is to introduce a set of security techniques and cryptographic SIM card to authenticate, encrypt and sign the communications with medical devices. The preliminary results showed a reduction of time in the handover process with the protocol for mobility defined, by omitting the stages of addressing and simplifying the MIPv6 protocol. In addition to increase the security in the communications carried out by NFC devices enhanced with the inclusion of cryptographic SIM card.","2331-9852;23319852","Electronic:978-1-4244-5176-0; POD:978-1-4244-5175-3","10.1109/CCNC.2010.5421661","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5421661","","Aging;Communications technology;Cryptographic protocols;Cryptography;Environmental management;Information security;Internet;Medical services;Radiofrequency identification;Senior citizens","Internet;cryptography;geriatrics;handicapped aids;health care;mobile computing;patient care;protocols;radiofrequency identification;telecommunication security;wireless sensor networks","6LoWPAN network;ICT;Internet of things;MIPv6 protocol;NFC technology;RFID technology;authentication;clinical process;context awareness;cryptographic SIM card;disable people;elderly people;healthcare;information and communication technologies;mobility;patient life;secure communications;sensor networks","","8","","20","","","","9-12 Jan. 2010","","IEEE","IEEE Conferences"
"Smartphone-Powered Electrochemical Biosensing Dongle for Emerging Medical IoTs Application","J. Guo","School of Electronic Engineering, niversity of Electronic Science and Technology of China, Chengdu, Sichuan China 611731 (e-mail: guojinhong@uestc.edu.cn)","IEEE Transactions on Industrial Informatics","","2017","PP","99","1","1","Nowadays, the market of healthcare is experiencing a rapid growth and is believed to be dramatically massive due to the upcoming global aging. The medical internet of things (IoTs) is endowed with expectation to fulfil the rigid demand, which requires the all kinds of digital medical devices linked and accessed to the internet to acquire all the parameters related to the personalized health, such as medical images, biochemical and biophysical parameters. The acquisition and transmission of the tremendous amount of biomedical information required high bandwidth and fast speed. The next generation communication technology-5G is capable of providing the suitable information infrastructure for the emerging IoTs application. The ubiquitous smartphone is the best information transfer station and considered as the point of personalized medical data acquisition. In this manuscript, we presented a medical dongle powered by the smartphone as a miniaturized electrochemical analyzer for blood glucose and uric acid monitoring. The family doctor can access the related biomedical information of his patient and give the precise, personalized and preventive healthcare consults. In addition, the accuracy and reliability of the proposed system were verified with good agreement as compared to the bulky biochemical analyzer in clinical use. In the emerging medical IoTs application, the proposed system is significantly promising solution since it united the biosensors, internet communication, information processing and family doctor together to provide the completed health care for each user.","1551-3203;15513203","","10.1109/TII.2017.2777145","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8119541","5G health care;Smartphone;electrochemical biosensor;medical internet of things","Blood;Computer peripherals;Medical diagnostic imaging;Medical services;Strips;Sugar","","","","","","","","","20171123","","","IEEE","IEEE Early Access Articles"
"Wear it well","B. Mccluskey","","Engineering & Technology","20170330","2017","12","1","32","35","The Internet of Things is flourishing, but will it help or hinder health professionals in keeping us fit and well? Ben McCluskey investigates the emerging trends. A certified medical Internet of Things - known as the Internet of Medical Things (IoMT) - may soon create a step change in the quality that healthcare professionals can offer. The directions each sector takes in 2017 may well determine whether the two eventually converge.","1750-9637;17509637","","10.1049/et.2017.0100","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7842664","","","Internet of Things;health care;medical computing","certified medical Internet of Things;wearable healthcare","","","","","","","","February 2017","","IET","IET Journals & Magazines"
"Performance evaluation of error control scheme in multihop WBAN based on IEEE802.15.6","K. Takabayashi; H. Tanaka; C. Sugimoto; R. Kohno","Graduate School of Engineering, Yokohama National University, 79-5 Tokiwadai, Hodogaya, Yokohama, 240-8501, Japan","2016 International Symposium on Information Theory and Its Applications (ISITA)","20170206","2016","","","365","369","In this paper, we evaluate performance of an error control scheme in a multihop wireless body area network (WBAN) based on IEEE Std. 802.15.6, which is an international standard of WBAN. In the field of medical internet of things (m-IoT) systems, the WBAN is one of the most important key technology. As our previous work, we have proposed an optimal QoS control scheme that employs a multiplexing layer for priority scheduling and a decomposable error control coding scheme for WBAN. However, a two-hop extension supported in IEEE Std. 802.15.6 has not been considered. In this paper, we apply the two-hop extension, and then packet error ratio (PER), the number of transmissions and energy efficiency of our proposed system and the standard scheme are evaluated in that case. Numeral results show our proposed scheme has better performances than the standard scheme at many points. Particularly, our proposed system obtains over 3dB than the standard about PER.","","Electronic:978-4-88552-309-0; POD:978-1-5090-1917-5","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7840447","","Body area networks;IEEE 802.15 Standard;Modulation;Quality of service;Wireless communication","Internet of Things;body area networks;error correction codes;error statistics;multiplexing;performance evaluation;quality of service;telecommunication scheduling","IEEE 802.15.6;PER;decomposable error control coding scheme;energy efficiency;international standard;m-IoT system;medical Internet Of Things system;multihop WBAN;multihop wireless body area network;multiplexing layer;optimal QoS control scheme;packet error ratio;performance evaluation;priority scheduling;two-hop extension","","","","","","","","Oct. 30 2016-Nov. 2 2016","","IEEE","IEEE Conferences"
"Energy-Efficient Dynamic Packet Downloading for Medical IoT Platforms","J. Kim","Department of Computer Science, University of Southern California, Los Angeles, CA, USA","IEEE Transactions on Industrial Informatics","20151202","2015","11","6","1653","1659","This paper proposes a polynomial-time algorithm for energy-efficient dynamic packet downloading from medical cloud storage to medical Internet-of-Things (IoT) devices. The medical cloud can distribute its own medical data to medical IoT devices via access points. Therefore, network disconnection can happen between the medical cloud and medical IoT devices when power/energy management in each access point is not efficient. This situation is especially harmful in in-hospital network architectures, because the architecture usually has strict requirements in terms of reliability. Therefore, this paper proposes a dynamic energy-efficient algorithm, which computes the amount of power allocation in each access point based on the buffer backlog size and channel states under the consideration of buffer stability. With the proposed adaptive algorithm, each access point calibrates its own parameters for more adaptive power/energy management. The performance of the proposed algorithm is evaluated in terms of network lifetime, and it is observed that the proposed algorithm achieves the desired performance.","1551-3203;15513203","","10.1109/TII.2015.2434773","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7109892","Dynamic Buffering;Dynamic buffering;Energy-Efficiency;Internet of Things;Internet of Things (IoT);Medical Platforms;energy efficiency;medical platforms","Algorithm design and analysis;Cloud computing;Computer architecture;Heuristic algorithms;Medical diagnostic imaging;Wireless communication","Internet of Things;cloud computing;computational complexity;computer network reliability;medical computing;medical information systems;power aware computing","access points;adaptive energy management;adaptive power management;buffer backlog size;buffer stability;channel states;dynamic energy-efficient algorithm;energy-efficient dynamic packet downloading;in-hospital network architecture;medical Internet-of-Things devices;medical IoT platform;medical cloud devices;medical cloud storage;medical data distribution;network lifetime;polynomial-time algorithm;power allocation","","7","","28","","","20150518","Dec. 2015","","IEEE","IEEE Journals & Magazines"
