(((Internet-of-Things) AND Internet of Things) AND Health)
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Multicriteria Evaluation of the Internet of Things Potential in Health Care: The Case of Dementia Care","N. Dimitrioglou; D. Kardaras; S. Barbounaki","Chem. Eng. Sch., Nat. Tech. Univ. of Athens, Athens, Greece","2017 IEEE 19th Conference on Business Informatics (CBI)","20170821","2017","01","","454","462","The Internet of Things (IoT) is a rapidly developing field and has the potential to significantly impact the healthcare industry. However, little research has been done in to investigate the IoT potential for seniors with chronic diseases and special needs, such as dementia and Alzheimer patients. It is crucial for decision makers, such as health care services providers, governments, clinics, etc., to be able to assess different types of IoT applications in relation to the specific nature of dementia. This paper utilizes the Analytic Hierarchy Process (AHP) and attempts to develop a multicriteria model in order to evaluate the potential of various IoT technologies applications in dementia care. Six IoT-based healthcare services were selected and compared against two conventional services (i.e. family-based healthcare and assisted living facility), in terms of their effectiveness, safety and patient perspectives. An AHP questionnaire was structured and data was collected and analysed from a group of 12 experts in dementia, who had previously agreed to participate in this study. The results indicate the potential of IoT technologies. However, the importance of conventional dementia care services is still highly appreciated. The design and development of IoT-based services for dementia patients should take into consideration the fact that cognitive dysfunction is an obstacle for using new technologies, thus further development is necessary and new functionality need to be implement for the IoT to be competitive.","","Electronic:978-1-5386-3035-8; POD:978-1-5386-3036-5","10.1109/CBI.2017.34","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8010750","Assisted Living;Dementia care;Internet of Things;Multicriteria evaluation;e-Health","Dementia;Industries;Medical diagnostic imaging;Monitoring;Sensors","Internet of Things;analytic hierarchy process;diseases;health care","AHP;Internet of Things;IoT;analytic hierarchy process;chronic diseases;dementia care;health care services;multicriteria evaluation;special needs","","","","","","","","24-27 July 2017","","IEEE","IEEE Conferences"
"Design and Implementation of Human Health Monitoring Platform Based on Internet of Things Technology","Y. Liu; J. Cui","Sch. of Inf. Sci. & Eng., Univ. of Jinan, Jinan, China","2017 IEEE International Conference on Computational Science and Engineering (CSE) and IEEE International Conference on Embedded and Ubiquitous Computing (EUC)","20170810","2017","2","","422","425","Internet of Things (IoT) can provide interconnection of things, which can promote the achievement of the remote human health monitoring. In this paper, a human health monitoring platform is designed and developed under the application framework of body sensor network of IoT. The platform can collect the physical information of user by constructing the human state acquisition system. And then the collected human physiological data is transmitted to data processing platform through ZigBee wireless network for further data processing, preservation and display, with which real-time rescue and treatment can be sent out by guardian, doctors and healthcare caregivers.","","Electronic:978-1-5386-3221-5; POD:978-1-5386-3222-2; Paper:978-1-5386-3220-8","10.1109/CSE-EUC.2017.266","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8006043","Electronic Care System;Physiological Parameter;Sensor;ZigBee;remote Health Monitoring of Human","Biomedical monitoring;Medical diagnostic imaging;Monitoring;Temperature measurement;Temperature sensors;Wireless communication;Wireless sensor networks","Internet of Things;Zigbee;biomedical telemetry;body sensor networks;data acquisition;health care;patient monitoring","Internet-of-Things technology;IoT;ZigBee wireless network;body sensor network;data display;data preservation;data processing platform;doctors;guardian;healthcare caregivers;human physiological data collection;human state acquisition system;interconnection-of-things;physical information;real-time rescue;remote human health monitoring platform","","","","","","","","21-24 July 2017","","IEEE","IEEE Conferences"
"Identification of key factors in health service adoption based on Internet of things and empirical test","Y. Zhai; Y. Liu; T. Zhou; P. Shen","School of Economic & Management, Harbin Institute of Technology, Weihai, 264200","2017 29th Chinese Control And Decision Conference (CCDC)","20170717","2017","","","7257","7262","With China's increasingly serious problem of aging, and chronic diseases and other diseasesincreasingly extending toward younger people, health problems have become the focus of social concern. The application and development of the Internet of things in health services has been paid more and more attention by the country and the society. Whether the Internet of things technology and its derivative products can be adopted by consumers has become an important scientific problem to be solved urgently. This article constructs the index system of adoption of key influencing factors from the aspect of IoT and the concept of health services. This article analyses the relationship between the various factors using DANP method, and builds the improved PROMETHEE method by introducing the concept of expectation level into the preference function. And it makes an empirical analysis taking the similar service of three companies as the research object, and finds out the gap between the three companies' services and expectation levels, and suggestions are given.","","CD:978-1-5090-4656-0; Electronic:978-1-5090-4657-7; POD:978-1-5090-4658-4","10.1109/CCDC.2017.7978494","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7978494","Adoption;DNAP;Health service;Internet of Things;PROMETHEE","Conferences","Internet of Things;health care","DANP method;Internet of Things;health service adoption;improved PROMETHEE method","","","","","","","","28-30 May 2017","","IEEE","IEEE Conferences"
"Internet of things (IoT) based smart health care system","V. Vippalapalli; S. Ananthula","ETM Dept., GNITS, Hyderabad, India","2016 International Conference on Signal Processing, Communication, Power and Embedded System (SCOPES)","20170626","2016","","","1229","1233","A BSN (Body Sensor Network) is a network designed to operate autonomously to connect the various medical sensors and implants located inside and/or outside of the human body; which offers flexible operation and cost saving options to both healthcare professionals and patients. This work illustrates the design and implementation of a smart health monitoring system. Here, a patient can be monitored using a collection of lightweight wearable sensor nodes for real time sensing and analysis of various vital parameters of patients. The devices seamlessly gather and share the information with each other and also store the information, making it possible to collect record and analyze data. Therefore, patients will have high quality services because the system supports medical staff by providing the real-time data gathering, by eliminating the manual data collection and by enabling the monitoring of huge numbers of patients.","","Electronic:978-1-5090-4620-1; POD:978-1-5090-4621-8","10.1109/SCOPES.2016.7955637","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7955637","Arduino Fio;Blood Pressure;Body Sensor Network (BSN);Lab VIEW;Pulse rate;Real-Time Patient Monitoring system;Temperature;Wireless Communication","Biomedical monitoring;Blood pressure;Medical services;Monitoring;Temperature measurement;Temperature sensors","body sensor networks;health care;patient monitoring","BSN;Internet of Things;IoT;body sensor network;healthcare professionals;human body;medical implants;medical sensors;patient monitoring;real time sensing;smart health care system;smart health monitoring system;wearable sensor nodes","","","","","","","","3-5 Oct. 2016","","IEEE","IEEE Conferences"
"Structural Health Monitoring Framework Based on Internet of Things: A Survey","C. Arcadius Tokognon; B. Gao; G. Y. Tian; Y. Yan","School of Automation Engineering, University of Electronic Science and Technology of China, Chengdu, China","IEEE Internet of Things Journal","20170614","2017","4","3","619","635","Internet of Things (IoT) has recently received a great attention due to its potential and capacity to be integrated into any complex system. As a result of rapid development of sensing technologies such as radio-frequency identification, sensors and the convergence of information technologies such as wireless communication and Internet, IoT is emerging as an important technology for monitoring systems. This paper reviews and introduces a framework for structural health monitoring (SHM) using IoT technologies on intelligent and reliable monitoring. Specifically, technologies involved in IoT and SHM system implementation as well as data routing strategy in IoT environment are presented. As the amount of data generated by sensing devices are voluminous and faster than ever, big data solutions are introduced to deal with the complex and large amount of data collected from sensors installed on structures.","2327-4662;23274662","","10.1109/JIOT.2017.2664072","FP7 HEMOW IRSES Project; Fundamental Research Funds for the Central Universities; Research Center in Structural Health Monitoring and Non-Destructive Evaluation of the School of Automation Engineering¿¿¿UESTC, China; 10.13039/501100001809 - NSAF; 10.13039/501100001809 - National Natural Science Foundation of China; 10.13039/501100002858 - China Post-Doctoral Science Foundation; 10.13039/501100004829 - Science and Technology Department of Sichuan Province, China; ","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7842584","Internet of Things (IoT);not only SQL (NoSQL) databases;routing protocol;structural health monitoring (SHM);wireless sensor network (WSN)","","Internet of Things;condition monitoring;structural engineering computing","Internet of Things;IoT technologies;SHM;data routing;structural health monitoring","","3","","","","","20170203","June 2017","","IEEE","IEEE Journals & Magazines"
"Big Health Application System based on Health Internet of Things and Big Data","Y. Ma; Y. Wang; J. Yang; Y. Miao; W. Li","Center of Information Development and Management, Nanyang Institute of Technology, Nanyang, China","IEEE Access","20170602","2017","5","","7885","7897","The world is facing problems, such as uneven distribution of medical resources, the growing chronic diseases, and the increasing medical expenses. Blending the latest information technology into the healthcare system will greatly mitigate the problems. This paper presents the big health application system based on the health Internet of Things and big data. The system architecture, key technologies, and typical applications of big health system are introduced in detail.","","","10.1109/ACCESS.2016.2638449","Henan Province Science and Technology Research Projects; ","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7782325","Big health;Internet of Things;big data;cloud computing;wearable computing","Big data;Cloud computing;Computer applications;Diseases;Internet of things;Medical services;System architecture;Wearable computing","Big Data;Internet of Things;biomedical communication;health care;medical information systems","Big Data;big health application system;health Internet of Things;healthcare system;information technology;system architecture","","1","","","","OAPA","20161213","2017","","IEEE","IEEE Journals & Magazines"
"The Internet of Things for Health Care: A Comprehensive Survey","S. M. R. Islam; D. Kwak; M. H. Kabir; M. Hossain; K. S. Kwak","UWB Wireless Communications Research Center, Inha University, Incheon, Korea","IEEE Access","20170520","2015","3","","678","708","The Internet of Things (IoT) makes smart objects the ultimate building blocks in the development of cyber-physical smart pervasive frameworks. The IoT has a variety of application domains, including health care. The IoT revolution is redesigning modern health care with promising technological, economic, and social prospects. This paper surveys advances in IoT-based health care technologies and reviews the state-of-the-art network architectures/platforms, applications, and industrial trends in IoT-based health care solutions. In addition, this paper analyzes distinct IoT security and privacy features, including security requirements, threat models, and attack taxonomies from the health care perspective. Further, this paper proposes an intelligent collaborative security model to minimize security risk; discusses how different innovations such as big data, ambient intelligence, and wearables can be leveraged in a health care context; addresses various IoT and eHealth policies and regulations across the world to determine how they can facilitate economies and societies in terms of sustainable development; and provides some avenues for future research on IoT-based health care based on a set of open issues and challenges.","2169-3536;21693536","","10.1109/ACCESS.2015.2437951","Institute for Information and communications Technology Promotion; 10.13039/501100003621 - Ministry of Science, ICT and Future Planning, Korea, through the Information Technology Research Center Support Program; ","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7113786","Applications;Architectures;Challenges;Health Care;Industries;Internet of Things;Internet of things;Networks;Platforms;Policies;Security;Services;Technologies;applications;architectures;challenges;health care;industries;networks;platforms;policies;security;services;technologies","Biological system modeling;Internet of things;Market research;Medical services;Network architecture;Network security","Internet of Things;data privacy;health care;medical computing;security of data;ubiquitous computing","Internet of Things;IoT policies;IoT privacy features;IoT revolution;IoT security features;IoT-based health care technologies;attack taxonomies;cyberphysical smart pervasive frameworks;e-health policies;health care;intelligent collaborative security model;network architectures;security requirements;security risk minimization;threat models","","132","","189","","OAPA","20150601","2015","","IEEE","IEEE Journals & Magazines"
"Health care monitoring system in Internet of Things (IoT) by using RFID","S. F. Khan","Dept. of MIS, CCBA, Dhofar University, Salalah, Sultanate of Oman","2017 6th International Conference on Industrial Technology and Management (ICITM)","20170504","2017","","","198","204","Healthcare industry has perpetually been on the forefront in the adoption and utilization of information and communication technologies (ICT) for the efficient healthcare administration and treatment. Recent developments in ICT and the emergence of Internet of Things (IoT) have opened up new avenues for research and exploration in the all fields including medical and healthcare industry. Hospitals have started using the cell instruments for communication intent and for this intent internet of things (IoT) has been used and fused with wi-fi sensor node reminiscent of RFID, NFC tag and small sensor nodes. The usage of a cellular agent in healthcare procedure underneath wi-fi community environment gives a chance to explore improved services for patients and staffs reminiscent of medical professionals and nurses given that of its mobility. In this paper novel method to utilize it IoT within the field of scientific and crafty wellness care are presented. The majority of the survey exist about the different healthcare approaches used in the IoT, similar to, wireless well-being monitoring, U-healthcare, E-healthcare, Age-friendly healthcare techniques. This paper describes and proposes a complete monitoring existence cycle and effective healthcare monitoring system designed by using the IoT and RFID tags. The experimental results in this paper show the robust output against various medical emergencies. In this system to get the veracious evaluation results, supervising and weighing the health status of patient and to increase the power of IoT, the combination of microcontroller with sensors is presented.","","CD:978-1-5090-5328-5; Electronic:978-1-5090-5330-8; POD:978-1-5090-5331-5; Paper:978-1-5090-5329-2","10.1109/ICITM.2017.7917920","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7917920","RFID;body sensor;etc;internet of thing;mobile agent;remote monitoring;smart healthcare","Medical services;Monitoring;RFID tags;Smart phones;Wireless communication;Wireless sensor networks","Internet of Things;health care;hospitals;medical computing;patient treatment;radiofrequency identification;sensors","Internet of Things;IoT;NFC tag;RFID;age-friendly healthcare techniques;cell instruments;e-healthcare;health care monitoring system;healthcare industry;hospitals;information-and-communication technologies;medical industry;patient health status;sensor nodes;u-healthcare;wi-fi community environment;wi-ti sensor node reminiscent","","","","","","","","7-10 March 2017","","IEEE","IEEE Conferences"
"Rfid based security platform for internet of things in health care environment","Jisha S; M. Philip","CSE, Toc H Institute of Science & Technology, Ernakulam, India, 682313","2016 Online International Conference on Green Engineering and Technologies (IC-GET)","20170504","2016","","","1","3","Many Technology experts consider Internet of things as major step for the future endeavors that are going to happen in computer network field. According to CISCO, IoT can be considered as a situation or time where more things are connected to internet than human beings. Things represent the physical objects which are provided with unique identification numbers and their purpose is to collect and transmit the data which are relevant to the scenario in which things are placed. From building and home automation to wearable, the IoT touches every facet of our lives. Many corporates are making heavy investment in using IoT as a solution in Healthcare field. With help of intelligent systems one can obtain the life critical data from patients and by making appropriate use of these data improves the efficiency of health care industry. The data collected from patient is extremely sensitive so along with revolutionizing patient care proper security measures have to be taken to safeguard connected devices and networks in the Internet of things. The intelligent system includes different bio-medical sensors and the data collected using these sensors will be small in size and frequent in transmission, so the encryption technique to be followed should be of lightweight scheme. In modern world of cryptography the new protocols are moving away from RSA to Elliptic Curve. The wide acceptance of ECC is due to its light-weight computation nature. In order to implement the concept of IoT we can use many wireless technologies among them the core technology used in IoT deployments in the health care environment is Radio Frequency Identification. In RFID system, proper authentication has to be performed between RFID tags and RFID reader. In this paper describes a authentication scheme which performs authentication between RFID tag and RFID reader with help of a server which contains some pre shared information about tag and reader.","","Electronic:978-1-5090-4556-3; POD:978-1-5090-4557-0","10.1109/GET.2016.7916693","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7916693","ECC;IoT","Authentication;Elliptic curve cryptography;Medical services;RFID tags","Internet of Things;health care;patient care;radiofrequency identification","CISCO;Elliptic Curve;Internet of Things;IoT;RFID based security platform;Radio Frequency Identification;biomedical sensors;computer network field;encryption technique;health care environment;intelligent systems;patient care","","","","","","","","19-19 Nov. 2016","","IEEE","IEEE Conferences"
"Mobile phone-based internet of things human action recognition for E-health","J. Bao; M. Ye; Y. Dou","School of Computer Science and Engineering, Center for Robotics Key Laboratory for NeuroInformation of Ministry of Education, University of Electronic Science and Technology of China, Chengdu, China","2016 IEEE 13th International Conference on Signal Processing (ICSP)","20170316","2016","","","957","962","Human action recognition plays an important role in E-health, such as risk assessment, disease treatment, rehabilitation and so on. We proposes a mobile phone-based internet of things method for human action recognition. In the work, data are collected from a smart phone worn on the waist and transmitted to the application server on the internet. The application server program cuts these data into segments of 128 samples with 50% overlap. And each segment is embedded into a 6-dimensional pseudo phase space, then a geometric template matching algorithm is applied to classify them into different actions. Last, Bayesian principle and voting rule are combined to confuse the results of the k-nearest neighbor classifiers. Experimental results on UCI HAR datasets show that this method can obtain a significant improvement in accuracy compared with the traditional SVM methods.","2164-5221;21645221","CD:978-1-5090-1343-2; Electronic:978-1-5090-1345-6; POD:978-1-5090-1346-3; Paper:978-1-5090-1344-9","10.1109/ICSP.2016.7877972","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7877972","action recognition;e-health;geometric template matching;internet of things;mobile Phone;time delay embedding","Cloud computing;Delay effects;Mobile communication;Monitoring;Sensors;Smart phones","Bayes methods;Internet of Things;medical computing;smart phones","6-dimensional pseudo phase space;Bayesian principle;Internet of things method;SVM methods;UCI HAR datasets;application server program;disease treatment;e-health;geometric template matching algorithm;human action recognition;k-nearest neighbor classifiers;mobile phone;rehabilitation;risk assessment;smart phone;voting rule","","","","","","","","6-10 Nov. 2016","","IEEE","IEEE Conferences"
"Structural health monitoring: Internet of things application","A. Abdelgawad; K. Yelamarthi","School of Engineering & Technology, Central Michigan University, ET100, Mount Pleasant, MI 48859, USA","2016 IEEE 59th International Midwest Symposium on Circuits and Systems (MWSCAS)","20170306","2016","","","1","4","We begin to co-exist and interact with smart interconnected devices that are known as the Internet of Things (IoT). The IoT brings new opportunities for our society. Yet, most of the existing Structural Health Monitoring (SHM) systems are not connected to the IoT. SHM is a system to monitor the structural health of buildings and bridges. In this paper, a complete real-time SHM platform is integrated with the IoT system. The proposed platform consists of a Pro-Trinket microcontroller, NRF transceiver module, Wi-Fi module, and Raspberry Pi. Two piezoelectric sensors are mounted on the structure to collect data continually. A proposed mathematical model is implemented on the Pro-Trinket to detect the health of the structure using the piezoelectric sensors output. If there is any damage, the Pro-Trinket will determine the damage location and size, and send this information to the Raspberry Pi using NRF transceiver. Raspberry Pi acts as a hub to collect the data from many such NRF transceivers located in different locations on the structure. The Raspberry Pi will upload the data to the cloud using a Wi-Fi module. The data will be stored in the cloud and can be checked remotely from any mobile device. The system has been validated using a real test bed in the lab.","","Electronic:978-1-5090-0916-9; POD:978-1-5090-0917-6","10.1109/MWSCAS.2016.7870118","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7870118","Internet of Things (IoT);SHM;piezoelectric sensor;pitch-catch;pulse-echo","","Internet of Things;bridges (structures);buildings (structures);cloud computing;condition monitoring;microcontrollers;piezoelectric transducers;radio transceivers;structural engineering computing;wireless LAN","Internet of Things application;IoT application;NRF transceiver module;Pro-Trinket microcontroller;Raspberry Pi;Wi-Fi module;bridges;buildings;cloud data;damage location determination;damage size determination;mathematical model;piezoelectric sensors;real-time SHM platform;smart interconnected devices;structural health monitoring","","2","","","","","","16-19 Oct. 2016","","IEEE","IEEE Conferences"
