(((Internet-of-Things) AND Internet of Things) AND Healthcare)
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Applying the Internet of Things (IoT) to biomedical development for surgical research and healthcare professional training","I. R. de la Borbolla; M. Chicoskie; T. Tinnell","Biomedical Research and Development Department, Mibio &#x007C; Medical, LLC, Memphis, Tennessee, USA","2017 IEEE Technology & Engineering Management Conference (TEMSCON)","20170803","2017","","","335","341","Individual surgeons rely on residency programs as their main conduit for developing the necessary soft skills needed to succeed and excel in the operating room. One critical skill requiring subjective (qualitative) learning involves navigating through varying soft and hard tissues by hand, and, most importantly, understanding how medical instruments respond under these conditions. During residency, students learn the specific methods of the teaching surgeons, using specific instruments chosen by both the administrators of the residency programs and medical staff. The availability of practice time is limited not by the interest of the resident, but due to limitations in resources (e.g. high cost of cadaver parts, program insurance, and available contact time with patients in the operating room). By using data extraction during training, teaching surgeons can determine how well participants learn a subjective skill. Without data extraction, residents lack quantifiable numbers to guide them. Such values would verify correct techniques and highlight areas for improvement. In the end, the effectiveness of surgical training, mastery of soft skills, and overall surgical experience directly helps or harms patient outcomes [1]. We intend to coordinate with research scientists to develop Internet of Things (IoT) solutions incorporating existing data for training and real-time feedback. This data, which pertains to bicortical drilling conditions, will provide teaching surgeons and their surgical residents evaluation tools beyond those currently available.","","Electronic:978-1-5090-1114-8; POD:978-1-5090-1115-5","10.1109/TEMSCON.2017.7998399","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7998399","Bicortical;Biomedical;Cognitive Computing;Femoral Surgery;Hardware Engineering;Internet of Things;Model-Driven Development;Software Engineering;Surgical Training;Systems Engineering","Conferences;Fixtures;Hardware;Research and development management;Software;Surgery;Training","Internet of Things;biological tissues;biomedical education;health care;learning (artificial intelligence);medical computing;surgery","Internet-of-Things;bicortical drilling conditions;biomedical development;hard tissues;healthcare professional training;medical instruments;program insurance;soft tissues;surgery","","","","","","","","8-10 June 2017","","IEEE","IEEE Conferences"
"Softwarization of Internet of Things Infrastructure for Secure and Smart Healthcare","M. A. Salahuddin; A. Al-Fuqaha; M. Guizani; K. Shuaib; F. Sallabi","University of Waterloo","Computer","20170707","2017","50","7","74","79","The authors propose an agile, softwarized infrastructure for the flexible, cost-effective, secure, and privacy-preserving deployment of Internet of Things systems for smart healthcare applications and services.","0018-9162;00189162","","10.1109/MC.2017.195","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7971867","Internet of Things;IoT;NFV;SDN;Tor;beacons;blockchain;cloud;data fusion;decision fusion;fog;network-functions virtualization;rule-based engine;smart healthcare;software-defined networking;softwarization","Biomedical monitoring;Cloud computing;Computer security;Cost accounting;Internet of Things;Logic gates;Machine-to-machine communications;Medical services","Internet of Things;data privacy;health care;software prototyping","Internet of Things infrastructure;Internet of Things systems;agile;privacy preserving deployment;secure healthcare;smart healthcare;softwarized infrastructure","","","","","","","","2017","","IEEE","IEEE Journals & Magazines"
"An Analysis of RFID Authentication Schemes for Internet of Things in Healthcare Environment Using Elliptic Curve Cryptography","D. He; S. Zeadally","School of Mathematics and Statistics, Wuhan University, Wuhan, China","IEEE Internet of Things Journal","20170520","2015","2","1","72","83","Advances in information and communication technologies have led to the emergence of Internet of Things (IoT). In the healthcare environment, the use of IoT technologies brings convenience to physicians and patients as they can be applied to various medical areas (such as constant real-time monitoring, patient information management, medical emergency management, blood information management, and health management). The radio-frequency identification (RFID) technology is one of the core technologies of IoT deployments in the healthcare environment. To satisfy the various security requirements of RFID technology in IoT, many RFID authentication schemes have been proposed in the past decade. Recently, elliptic curve cryptography (ECC)-based RFID authentication schemes have attracted a lot of attention and have been used in the healthcare environment. In this paper, we discuss the security requirements of RFID authentication schemes, and in particular, we present a review of ECC-based RFID authentication schemes in terms of performance and security. Although most of them cannot satisfy all security requirements and have satisfactory performance, we found that there are three recently proposed ECC-based authentication schemes suitable for the healthcare environment in terms of their performance and security.","2327-4662;23274662","","10.1109/JIOT.2014.2360121","10.13039/501100001809 - National Natural Science Foundation of China; ","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6907930","Authentication;Elliptic curve cryptography;Internet of Things;Internet of Things (IoT);Performance;Radio Frequency indentification;Security;elliptic curve cryptography (ECC);performance;radio-frequency identification (RFID);security","Authentication;Biomedical monitoring;Computer security;Cryptography;Elliptic curve cryptography;Intelligent;Internet of Things;Medical devices;Medical services;Radiofrequency identification","Internet of Things;health care;public key cryptography;radiofrequency identification","ECC-based RFID authentication schemes;Internet of Things;IoT technologies;elliptic curve cryptography;healthcare environment;radio-frequency identification technology;security requirements","","34","","68","","","20140923","Feb. 2015","","IEEE","IEEE Journals & Magazines"
"Exploring IoT Industry Applications: The Evolution of Internet of Things for Healthcare","Agusti Solanas","","Exploring IoT Industry Applications: The Evolution of Internet of Things for Healthcare","20170309","2017","","","","","In this course, we will explore the main concepts that will provide you with the foundations and concepts related to Healthcare and Internet of Things. First, we will have a brief look into the evolution of healthcare from classic healthcare into diverse forms of electronic healthcare. Next, we will review the concept of Internet of Things and how it relates with healthcare in a variety of ways. Once these foundations are set, we will discuss the main challenges and opportunities that the use of the IoT paradigm implies for the healthcare sector. And we will finish with some conclusions and open questions.","","978-1-5386-0001-697815386000","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=EDP483","Internet of Things;IoT","","","","","","","","","","","3/1/2017","","IEEE","IEEE Courses"
"Building Caring Healthcare Systems in the Internet of Things","P. A. Laplante; M. Kassab; N. L. Laplante; J. M. Voas","Engineering Division, Pennsylvania State University, Malvern, PA 19355 USA&#x00A0;(e-mail: plaplante@psu.edu).","IEEE Systems Journal","","2017","PP","99","1","8","The nature of healthcare and the computational and physical technologies and constraints present a number of challenges to systems designers and implementers. In spite of the challenges, there is a significant market for systems and products to support caregivers in their tasks as the number of people needing assistance grows substantially. In this paper, we present a structured approach for describing Internet of Things (IoT) for healthcare systems. We illustrate the approach for three use cases and discuss relevant quality issues that arise, in particular, the need to consider caring as a requirement.","1932-8184;19328184","","10.1109/JSYST.2017.2662602","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7862194","Caring;Internet of Things (IoT);healthcare;privacy;safety;security","","","","","1","","","","","20170222","","","IEEE","IEEE Early Access Articles"
"Always connected: The security challenges of the healthcare Internet of Things","P. A. H. Williams; V. McCauley","Flinders Digital Health Research Ctr, Flinders University, Adelaide, Australia","2016 IEEE 3rd World Forum on Internet of Things (WF-IoT)","20170209","2016","","","30","35","In an environment that is only now addressing the security issues of medical devices as a constituent part of IT networks, a new wave of technological development is threatening to swamp healthcare. The Healthcare Internet of Things (HIoT) encompasses the new embedded sensing capabilities of devices together with the availability of always being connected, to improve patient care whilst reducing costs. This development highlights existing security threats as well as creating new vulnerabilities, making the once comprehensive endpoint data transfer frameworks less identifiable and challenging current techniques for information security. This paper reviews the new environment using HIoT, to identify the challenges for security and the impact of this on interoperability in the healthcare setting. Each device and sensor is a potential point of vulnerability for entire networks. The low power design, limited processing and storage capabilities, together with a lack of standard interfaces will also add to the complexity of effective security solutions. Understanding these challenges is vital for anyone engaged in healthcare, as the impact of HIoT will be far-reaching for patients, clinicians, healthcare providers, and healthcare delivery. Making security the enabler of safe and protected data transfer, exchange, and use, is fundamental to using this technology.","","Electronic:978-1-5090-4130-5; POD:978-1-5090-4131-2","10.1109/WF-IoT.2016.7845455","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7845455","Medical informatics;computer security;data security;information science;medical devices;privacy","","Internet of Things;biomedical equipment;health care;medical computing;open systems;security of data","HIoT;IT networks;data transfer frameworks;embedded sensing capabilities;healthcare Internet of Things;healthcare delivery;healthcare providers;healthcare setting;interoperability;medical devices;protected data transfer;security issues;security threats;storage capabilities","","1","","","","","","12-14 Dec. 2016","","IEEE","IEEE Conferences"
"Internet of things network management system architecture for smart healthcare","F. Sallabi; K. Shuaib","College of Information Technology, United Arab Emirates University, Al Ain, UAE","2016 Sixth International Conference on Digital Information and Communication Technology and its Applications (DICTAP)","20160818","2016","","","165","170","The fast and wide advancement of the Internet of Things (IoT) boosted by the remarkable development of sensor networks, RFID, software platforms and the Internet as a global container of IoT, have opened the appetite of several vertical industries to include IoT in their strategic vision for the coming years. Academic institutions have also established projects to vigorously investigate the potential of IoT and develop new protocols in all layers to suit IoT applications and/or adapt the current IP protocols to suit it. Some organizations have already implemented IoT and others have plans to implement it according to Gartner Inc. study. Healthcare industry is no exception, have already adopted IoT, and are planning to use it extensively in the following years for the benefits of patients, elderly people and caregivers. In this research paper, we develop a system architecture to manage IoT for the smart healthcare. For IoT in healthcare to succeed, it should be reliable, effective, well performing, secure and profitable for caregivers. This will guarantee continued operation and service delivery for patients and elderly to avoid any health risks.","","CD-ROM:978-1-4673-9608-0; Electronic:978-1-4673-9609-7; POD:978-1-4673-9610-3","10.1109/DICTAP.2016.7544021","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7544021","Internet of Things;Smart healthcare;Smart healthcare contexts;Smart healthcare network management;Smart healthcare remote monitoring","Internet;Logic gates;Monitoring;Performance evaluation;Protocols;Switches;Wireless sensor networks","Internet of Things;geriatrics;health care","Internet of things network management system;IoT;RFID;caregiver;elderly people;health risk;sensor network;smart healthcare","","2","","","","","","21-23 July 2016","","IEEE","IEEE Conferences"
"Challenges in the design of self-powered wearable wireless sensors for healthcare Internet-of-Things","Y. Lian","Department of Electrical and Computer Engineering, York University, Toronto, Canada","2015 IEEE 11th International Conference on ASIC (ASICON)","20160721","2015","","","1","4","The design of low power chip for IoT applications is very challenge, especially for self-powered wireless sensors. Achieving ultra low power requires both system level optimization and circuit level innovation. This paper presents a continuous-in-time and discrete-in-amplitude (CTDA) system architecture that facilitates adaptive data rate sampling and clockless implementation for a wireless sensor SoC.","","Electronic:978-1-4799-8485-5; POD:978-1-4799-8486-2; USB:978-1-4799-8484-8","10.1109/ASICON.2015.7517022","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7517022","","Batteries;Electrocardiography;Systems architecture;Wearable sensors;Wireless communication;Wireless sensor networks","Internet of Things;biomedical electronics;biomedical transducers;health care;medical computing;optimisation;system-on-chip;wireless sensor networks","CTDA system architecture;IoT application;SoC;adaptive data rate sampling;circuit level innovation;clockless implementation;continuous-in-time and discrete-in-amplitude system architecture;healthcare Internet-of-Things;self-powered wearable wireless sensor;system level optimization;system-on-chip","","2","","","","","","3-6 Nov. 2015","","IEEE","IEEE Conferences"
"A comprehensive review on usage of Internet of Things (IoT) in healthcare system","Darshan K R; Anandakumar K R","Department of Computer Science & Engineering, SJBIT, Bengaluru, Visvesvaraya Technological University, Belagavi, Karnataka, India","2015 International Conference on Emerging Research in Electronics, Computer Science and Technology (ICERECT)","20160627","2015","","","132","136","Prediction of Chronic Disorders in early stage is very vital. IoT facilitated remote health monitoring system has enormous benefits over customary health monitoring system. It is imperative to accumulate correct raw data in an efficient way; but more significant is to explore and mine the raw data to abstract more valued information such as correlations amongst things and services to afford web of things or Internet of services. In this Paper we have addressed the use of IoT in Healthcare system, challenges of IoT in Healthcare System and review on various works carried out on this research area with which a proposed methodology is been discussed.","","Electronic:978-1-4673-9563-2; POD:978-1-4673-9564-9","10.1109/ERECT.2015.7499001","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7499001","Chronic Disorders;Healthcare System;IoT","Biomedical monitoring;Data mining;Internet of things;Medical services;Monitoring;Sensors","Internet of Things;Web services;diseases;health care;medical computing;medical information systems;patient monitoring","Internet of Services;Internet of Things;Web of Things;chronic disorder prediction;health monitoring system;healthcare system;raw data","","3","","25","","","","17-19 Dec. 2015","","IEEE","IEEE Conferences"
"Stakeholder Identification and Use Case Representation for Internet-of-Things Applications in Healthcare","N. L. Laplante; P. A. Laplante; J. M. Voas","N. L. Laplante is with the Widener University, Chester, PA 19013 USA (e-mail: nllaplante@mail.widener.edu).","IEEE Systems Journal","","2017","PP","99","1","10","We describe the initial process of eliciting requirements for an Internet-of-things (IoT) application involving a hospital emergency room. First, we discuss the process of modeling IoT systems through rich pictures and use cases. Then, we demonstrate how these can be used to model emergency room systems. Then, we create use case models for a particular situation—a patient potentially suffering from a myocardial infarction. Finally, we discuss generalization of the specific case to a broader hospital wide system. We believe that such an approach can lead to increased efficiency, increased safety, and better tracking of people, equipment, and supplies.","1932-8184;19328184","","10.1109/JSYST.2016.2558449","U.S. National Institute of Standards and Technology; ","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7488181","Healthcare;Internet of things (IoT);requirements elicitation;use cases","Hospitals;Internet of things;Real-time systems;Sensors;Stakeholders;Unified modeling language","","","","","","","","","20160609","","","IEEE","IEEE Early Access Articles"
"The Internet of Things in Healthcare: Potential Applications and Challenges","P. A. Laplante; N. Laplante","Pennsylvania State University","IT Professional","20160525","2016","18","3","2","4","Exciting new applications of Internet of Things (IoT) technology are arising, particularly in healthcare, where the leveraging effects can significantly improve patients' well-being while alleviating the problem of scarce resources. But the hype around these applications far outpaces the reality. Furthermore, there is a real risk that these leveraging technologies will disassociate caregivers from patients, potentially resulting in a loss of caring. In this article, the authors review some of the most promising applications for IoT in healthcare and the significant challenges ahead.","1520-9202;15209202","","10.1109/MITP.2016.42","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7478533","Internet of Things;cyber-physical systems;distributed systems;healthcare","Biomedical monitoring;Biomedical sensors;Hospitals;Internet of things;Medical services;Privacy","Internet of Things;health care;medical computing","Internet of Things;IoT technology;health care;patient well-being","","11","","5","","","","May-June 2016","","IEEE","IEEE Journals & Magazines"
"Internet of Things (IoT) Driven U-Healthcare System Architecture","Y. E. Gelogo; J. W. Oh; J. W. Park; H. K. Kim","Sch. of Inf. Technol., Catholic Univ. of Daegu, Daegu, South Korea","2015 8th International Conference on Bio-Science and Bio-Technology (BSBT)","20160314","2015","","","24","26","The IoT plays an important role in healthcare applications, from managing chronic diseases at one end of the spectrum to preventing disease at the other. IoT aims to provide means to access and control all kinds of ubiquitous and uniquely identifiable devices, facilities and assets. In this paper we discussed the background of Internet of Things (IoT) and its application to u-healthcare. This study aims to make mobile device gateway an integrated gateway which supports heterogeneous devices for u-healthcare convergence.","","Electronic:978-1-4673-9843-5; POD:978-1-4673-9844-2","10.1109/BSBT.2015.17","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7433046","IoT;cloud computing;mobile computing;u-healthcare","Cloud computing;Internet of things;Logic gates;Medical services;Mobile communication;Mobile handsets;Monitoring","Internet of Things;diseases;health care;medical computing;software architecture","Internet of Things;IoT;U-healthcare system architecture;chronic diseases;disease prevention;healthcare applications;identifiable devices;integrated gateway","","","","7","","","","25-28 Nov. 2015","","IEEE","IEEE Conferences"
"A Structured approach for describing healthcare applications for the Internet of Things","P. A. Laplante; N. L. Laplante","Penn State School of Graduate Professional Studies, Malvern, USA","2015 IEEE 2nd World Forum on Internet of Things (WF-IoT)","20160121","2015","","","621","625","Applications for the Internet of Things (IoT) in healthcare have been widely forecast, investigated, and even deployed on a small scale. But most of this work is scattered about a few random applications. In this paper we present a structured approach for describing IoTs for healthcare by defining general classes of system types, classifying the healthcare delivery settings, then using a structured approach to describing the elements for a particular use case. We illustrate the approach for three use cases and discuss certain issues that arise. A brief survey of related work is also given. We conclude that for healthcare applications, domain understanding and inter-professional collaboration are critical to developing realistic use cases.","","Electronic:978-1-5090-0366-2; POD:978-1-5090-0367-9; USB:978-1-5090-0365-5","10.1109/WF-IoT.2015.7389125","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7389125","healthcare;internet of things;privacy;security","Biomedical monitoring;Internet of things;Medical services;Monitoring;Temperature measurement;Temperature sensors","Internet of Things;health care;medical computing","Internet of Things;IoT;domain understanding;healthcare applications;healthcare delivery settings;inter-professional collaboration;structured approach;use case","","2","","15","","","","14-16 Dec. 2015","","IEEE","IEEE Conferences"
"Session Resumption-Based End-to-End Security for Healthcare Internet-of-Things","S. R. Moosavi; T. N. Gia; E. Nigussie; A. M. Rahmani; S. Virtanen; H. Tenhunen; J. Isoaho","Dept. of Inf. Technol., Univ. of Turku, Turku, Finland","2015 IEEE International Conference on Computer and Information Technology; Ubiquitous Computing and Communications; Dependable, Autonomic and Secure Computing; Pervasive Intelligence and Computing","20151228","2015","","","581","588","In this paper, a session resumption-based end-to-end security scheme for healthcare Internet of things (IoT) is pro-posed. The proposed scheme is realized by employing certificate-based DTLS handshake between end-users and smart gateways as well as utilizing DTLS session resumption technique. Smart gateways enable the sensors to no longer need to authenticate and authorize remote end-users by handing over the necessary security context. Session resumption technique enables end-users and medical sensors to directly communicate without the need for establishing the communication from the initial handshake. Session resumption technique has an abbreviated form of DTLS handshake and neither requires certificate-related nor public-key funtionalities. This alleviates some burden of medical sensors tono longer need to perform expensive operations. The energy-performance evaluations of the proposed scheme are evaluated by developing a remote patient monitoring prototype based on healthcare IoT. The energy-performance evaluation results show that our scheme is about 97% and 10% faster than certificate-based and symmetric key-based DTLS, respectively. Also, the certificate-based DTLS consumes about 2.2X more RAM and 2.9X more ROM resources required by our scheme. While, our scheme and symmetric key-based DTLS have almost similar RAM and ROM requirements. The security analysis reveals that the proposed scheme fulfills the requirements of end-to-end security and provides higher security level than related approaches found in the literature. Thus, the presented scheme is a well-suited solution to provide end-to-end security for healthcare IoT.","","CD:978-1-5090-0153-8; Electronic:978-1-5090-0154-5","10.1109/CIT/IUCC/DASC/PICOM.2015.83","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7363124","","Computers;Conferences;Information technology;Ubiquitous computing","Internet of Things;health care;public key cryptography","DTLS session resumption technique;IoT;end-to-end security;energy performance evaluations;healthcare Internet-of-Things;medical sensors;public key funtionalities;remote end-users;remote patient monitoring prototype;security context;session resumption technique;smart gateways","","3","","22","","","","26-28 Oct. 2015","","IEEE","IEEE Conferences"
