"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"IReHMo: An efficient IoT-based remote health monitoring system for smart regions","Ngo Manh Khoi; S. Saguna; K. Mitra; C. Ǻhlund","Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Skellefteå, Sweden; Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Skellefteå, Sweden; Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Skellefteå, Sweden; Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Skellefteå, Sweden","2015 17th International Conference on E-health Networking, Application & Services (HealthCom)","","2015","","","563","568","","","","10.1109/HealthCom.2015.7454565","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7454565","remote health monitoring;Internet of Things;sensor communication;eHealth;smart city;smart region","Monitoring;Protocols;Senior citizens;Logic gates;Bandwidth;Encryption","biomedical communication;data communication;geriatrics;Internet of Things;patient monitoring","IReHMo;IoT-based remote health monitoring system;smart regions;ageing population;home stay;healthcare data;network requirements;bandwidth requirements;data generation;network communication protocols;CoAP;MQTT;HTTP;single sensor event;scalability analysis;north Sweden","","","","","","","","","IEEE","IEEE Conferences"
"Ultra-Low Power QRS Detection and ECG Compression Architecture for IoT Healthcare Devices","T. Tekeste; H. Saleh; B. Mohammad; M. Ismail","Electrical and Computer Engineering Department, Khalifa University of Science, Technology and Research, Abu Dhabi, United Arab Emirates (e-mail: temesghen. habte@kustar.ac.ae).; Electrical and Computer Engineering Department, Khalifa University of Science, Technology and Research, Abu Dhabi, United Arab Emirates.; Electrical and Computer Engineering Department, Khalifa University of Science, Technology and Research, Abu Dhabi, United Arab Emirates.; Wayne State University, Detroit, MI 48202 USA, and also with the Electrical and Computer Engineering Department, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates.","IEEE Transactions on Circuits and Systems I: Regular Papers","","2018","PP","99","1","11","","","","10.1109/TCSI.2018.2867746","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8472297","Elecrocardiogram;QRS complex;computational complexity;absolute value curve length transform;compression.","Electrocardiography;Computer architecture;Transmitters;Medical services;Transforms;Low-power electronics;Power demand","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"Secure and Reliable Internet of Things Systems for Healthcare","G. Pulkkis; J. Karlsson; M. Westerlund; J. Tana","NA; NA; NA; NA","2017 IEEE 5th International Conference on Future Internet of Things and Cloud (FiCloud)","","2017","","","169","176","","","","10.1109/FiCloud.2017.50","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8114479","IoT;healthcare devices;healthcare services;network security;privacy;device reliability;software reliability;GDPR","Medical services;Monitoring;Sensors;Servers;Reliability;Security;Biomedical monitoring","data privacy;health care;Internet of Things;medical information systems","General Data Protection Regulation;healthcare IoT systems;healthcare IoT data;evidence based healthcare;reliability requirements;European Union legislation;security requirements;Internet of Things systems;users privacy","","","","","","","","","IEEE","IEEE Conferences"
"Pervasive health monitoring based on Internet of Things: Two case studies","Anurag; S. R. Moosavi; A. Rahmani; T. Westerlund; G. Yang; P. Liljeberg; H. Tenhunen","Department of Information Technology, University of Turku, Turku, Finland; Department of Information Technology, University of Turku, Turku, Finland; Department of Information Technology, University of Turku, Turku, Finland; Department of Information Technology, University of Turku, Turku, Finland; School of Information and Communication, Royal Institute of Technology (KTH), Stockholm, Sweden; Department of Information Technology, University of Turku, Turku, Finland; Department of Information Technology, University of Turku, Turku, Finland","2014 4th International Conference on Wireless Mobile Communication and Healthcare - Transforming Healthcare Through Innovations in Mobile and Wireless Technologies (MOBIHEALTH)","","2014","","","275","278","","","","10.1109/MOBIHEALTH.2014.7015964","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7015964","Internet of Things;e-Health;ZigBee;Wi-Fi;Wireless Sensor Network (WSN);Remote Patient Monitoring","IEEE 802.11 Standards;Wireless sensor networks;Zigbee;Computer architecture;Wireless communication;Medical services;Monitoring","health care;Internet of Things;patient monitoring;telemedicine;wireless LAN;wireless sensor networks;Zigbee","pervasive health monitoring;wireless sensor networks;Internet-of-Things;IoT-based pervasive healthcare system;error free medical data;alerting system;critical conditions;continuous monitoring;dedicated medical personnel;patient monitoring;high quality medical service;IoT-based architecture implementation;remote health monitoring;technologies;Wi-Fi;ZigBee;wireless communication technologies;healthcare application domains","","","","","","","","","IEEE","IEEE Conferences"
"Modeling Healthcare Logistics in a Virtual World","C. W. Thompson; F. Hagstrom","University of Arkansas; University of Arkansas","IEEE Internet Computing","","2008","12","5","100","104","","","","10.1109/MIC.2008.106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4620102","virtual world;Second Life;healthcare;RFID;pervasive computing;Architectural Perspectives","Medical services;Logistics;Pervasive computing;Internet;Second Life;Avatars;Physics computing;Radiofrequency identification;Technology management;Acceleration","health care;Internet;logistics;ubiquitous computing;virtual reality","healthcare logistics;virtual world;pervasive computing;Internet;Second Life","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Smart-Log: A Deep-Learning Based Automated Nutrition Monitoring System in the IoT","P. Sundaravadivel; K. Kesavan; L. Kesavan; S. P. Mohanty; E. Kougianos","Department of Electrical Engineering, University of Texas at Tyler, Tyler, TX, USA; Department of Computer Science and Engineering, University of Texas at Arlington, Arlington, TX, USA; Versa Networks, San Jose, CA, USA; Department of Computer Science and Engineering, University of North Texas, Denton, TX, USA; Department of Engineering Technology, University of North Texas, Denton, TX, USA","IEEE Transactions on Consumer Electronics","","2018","64","3","390","398","","","","10.1109/TCE.2018.2867802","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8449987","Internet of Things (IoT);consumer electronics;smart healthcare;smart home;food monitoring;nutrition monitoring","Monitoring;Intelligent sensors;Bayes methods;Medical services;Microcontrollers;Internet of Things","belief networks;health care;Internet of Things;learning (artificial intelligence);medical computing;mobile computing;multilayer perceptrons;paediatrics;patient monitoring;smart phones","IoT;nutrient intake;infants;smart healthcare;5-layer perceptron neural network;Bayesian network-based accurate meal prediction algorithm;food nutrition quantification;smart phone application;nutritional facts;Smart-Log prototype;automated nutrition monitoring system;Internet of Things;deep-learning;daycare facilities","","","","","","","","","IEEE","IEEE Journals & Magazines"
"An Interactive Telecare System Enhanced with IoT Technology","S. Wu; R. Chiang; S. Chang; W. Chang","Tamkang University; Tamkang University; Tamkang University; Tamkang University","IEEE Pervasive Computing","","2017","16","3","62","69","","","","10.1109/MPRV.2017.2940967","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7994568","healthcare;Internet application;mobile communication systems;interactive environments;pervasive computing;mobile;Internet of Things;Internet/Web technologies","Internet of Things;Medical services;Mobile communication;Diabetes;Web and Internet services;Biomedical monitoring;Telemedicine","Android (operating system);interactive systems;Internet of Things;iOS (operating system);medical computing;patient treatment;smart phones;telemedicine","interactive telecare system;ITCS;Internet of Things technology;IoT technology;patients medical devices;caregivers smartphones;Android;iOS telecare;chronic-illness treatment","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Ten Unsolved Problems with the Internet of Things","R. A. Earnshaw; M. D. Silva; P. S. Excell","NA; NA; NA","2015 International Conference on Cyberworlds (CW)","","2015","","","1","7","","","","10.1109/CW.2015.28","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7398383","embedded systems;implanted devices;real-time monitoring;big data;trust;security;privacy;latency;open standards;interoperability;visual analytics;predictive analytics;business to business collaboration","Internet of things;Collaboration;Companies;Real-time systems;Monitoring","business data processing;data privacy;Internet of Things;security of data;trusted computing","Internet of Things;cost saving;asset efficiency;safety improvement;security improvement;reliability improvement;connectivity improvement;smart assistant;automatic activity monitoring;personal spaces;personal data;IlK Technology Strategy Board;business-to-business collaboration;Internet","","","","","","","","","IEEE","IEEE Conferences"
"Modeling of Sewerage System Using Internet of Things for Smart City","S. Latif; H. Afzaal; N. A. Zafar","NA; NA; NA","2017 International Conference on Frontiers of Information Technology (FIT)","","2017","","","46","51","","","","10.1109/FIT.2017.00016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8261010","Smart city;Internet of things (IoT);Sewerage system;Formal methods;Validation and verification","Junctions;Smart cities;Sensors;Energy management;Computational modeling;Monitoring","graph theory;Internet of Things;sanitary engineering;smart cities;specification languages;Vienna development method","smart nodes;smart environment;smart sewerage system;smart city;graph based model;smart places;Internet of Things;Vienna Development Method-Specification Language;VDM-SL toolbox","","","","","","","","","IEEE","IEEE Conferences"
"Augmented personalized health: How smart data with IoTs and AI is about to change healthcare","A. Sheth; U. Jaimini; K. Thirunarayan; T. Banerjee","Ohio Center of Excellence in Knowledge-enabled Computing (Kno.e.sis), Wright State University, Dayton OH, USA; Ohio Center of Excellence in Knowledge-enabled Computing (Kno.e.sis), Wright State University, Dayton OH, USA; Ohio Center of Excellence in Knowledge-enabled Computing (Kno.e.sis), Wright State University, Dayton OH, USA; Ohio Center of Excellence in Knowledge-enabled Computing (Kno.e.sis), Wright State University, Dayton OH, USA","2017 IEEE 3rd International Forum on Research and Technologies for Society and Industry (RTSI)","","2017","","","1","6","","","","10.1109/RTSI.2017.8065963","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8065963","Augmented Personalized Health;Smart Data;Internet of Things;Wearable;Sensors;Semantic Computing;Cognitive Computing;Perceptual Computing","Sensors;Diseases;Biomedical monitoring;Semantics;Artificial intelligence;Monitoring","artificial intelligence;Big Data;data analysis;diseases;health care;medical information systems;mobile computing;patient care;patient treatment","augmented personalized health;smart data;healthcare;wellness;physical-cyber-social big data;contextual processing;personalized processing;patients;clinicians;key AI approaches;digital health initiative;IoT;quality of life;multimodal personal-public-population physical-cyber-social big data;Kno.e.sis kHealth personalized digital health initiative","","","","","","","","","IEEE","IEEE Conferences"
"Lightweight and privacy-preserving agent data transmission for mobile Healthcare","S. Jiang; X. Zhu; R. Hao; H. Chi; H. Li; L. Wang","National Key Laboratory of Integrated Networks Services, Xidian University, Xi'an 710071, China; National Key Laboratory of Integrated Networks Services, Xidian University, Xi'an 710071, China; National Key Laboratory of Integrated Networks Services, Xidian University, Xi'an 710071, China; National Key Laboratory of Integrated Networks Services, Xidian University, Xi'an 710071, China; National Key Laboratory of Integrated Networks Services, Xidian University, Xi'an 710071, China; The Department of Internet of Things, Jiangsu University, Zhenjiang 212013, China","2015 IEEE International Conference on Communications (ICC)","","2015","","","7322","7327","","","","10.1109/ICC.2015.7249496","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7249496","","Smart phones;Data communication;Medical services;Data privacy;Privacy;Cryptography","body sensor networks;data communication;data privacy;health care;medical information systems;mobile computing;smart phones;social networking (online);telecommunication security","smartphone;privacy preserving agent data transmission;mobile healthcare;wireless body sensor networks;resource limited WBSN;healthcare center;personal health information;PHI;HCC;medical services;m-healthcare;lightweight agent data transmission scheme;opportunistic social networks;protocol;secure end-to-end communication;security analysis","","","","","","","","","IEEE","IEEE Conferences"
"Smart city implementation model based on IoT","S. Bhasin; T. Choudhury; S. C. Gupta; P. Kumar","Computer Science and Engineering Department, Amity University, Uttar Pradesh Noida - India; Computer Science and Engineering Department, Amity University, Uttar Pradesh Noida - India; Computer Science and Engineering Department, Amity University, Uttar Pradesh Noida - India; Computer Science and Engineering Department, Amity University, Uttar Pradesh Noida - India","2017 International Conference on Big Data Analytics and Computational Intelligence (ICBDAC)","","2017","","","211","216","","","","10.1109/ICBDACI.2017.8070836","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8070836","Internet of Things (IoT);Information and communication technology (ICT);Smart city;Sensors;Radio frequency Identifiers(RFID)","Handheld computers;Big Data;Computational intelligence","Internet of Things;smart cities","smart city implementation model;IoT;internet capabilities;network connectivity;Ericsson Mobility report","","","","","","","","","IEEE","IEEE Conferences"
"The Application of Telematics and Smart Devices in Emergencies: Use Cases in Next Generation Emergency Services","M. Manso; B. Guerra; C. Carjan; A. Jigman; A. Amditis; E. Sdongos; D. Donaldson","NA; NA; NA; NA; NA; NA; NA","2016 IEEE First International Conference on Internet-of-Things Design and Implementation (IoTDI)","","2016","","","289","292","","","","10.1109/IoTDI.2015.21","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7471376","Internet of Things;Smart Devices;Telematics;Emergencies;Emergency Services and Systems","Emergency services;Telematics;Vehicles;Next generation networking;Intelligent sensors","emergency management;emergency services;Internet of Things","telematics;smart devices;next generation emergency services;smart environment adoption;emergency management;emergency situational awareness","","","","","","","","","IEEE","IEEE Conferences"
"Security and privacy for IoT and fog computing paradigm","A. Rauf; R. A. Shaikh; A. Shah","Kulliyyah of ICT, International Islamic University, Kuala Lumpur, Malaysia; Computer Science Department, King Abdulaziz University, Jeddah, Saudi Arabia; Kulliyyah of ICT, International Islamic University, Kuala Lumpur, Malaysia","2018 15th Learning and Technology Conference (L&T)","","2018","","","96","101","","","","10.1109/LT.2018.8368491","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8368491","IoT;fog computing;security challenges;privacy issues;trust management","Edge computing;Cloud computing;Privacy;Protocols;Computational modeling;Authentication","cloud computing;computer network security;data privacy;distributed processing;Internet of Things","computing clouds;edge computing;IoT;fog computing paradigm;cameras etc;smart objects;data security;human privacy;cloud computing;risk-based trust management model;heterogeneous ecosystem","","","","","","","","","IEEE","IEEE Conferences"
"Towards an Intelligent Systems to Predict Nosocomial Infections in Intensive Care","D. Oliveira; F. Portela; M. Santos; F. Rua","NA; NA; NA; NA","2017 5th International Conference on Future Internet of Things and Cloud Workshops (FiCloudW)","","2017","","","150","155","","","","10.1109/FiCloudW.2017.85","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8113786","CRISP-DM;Data Mining;Nosocomial Infection and Clustering","Data mining;Hospitals;Data models;Cogeneration;Predictive models;Databases","data mining;decision support systems;diseases;health care;hospitals;medical computing;patient care;patient treatment;pattern classification;pattern clustering","hospital environment;nosocomial infection prediction systems;healthcare environments;healthcare institution;clinical data;Data Mining;intelligent Systems;Intensive Care Units;Decision Support Systems;patient care;K-Medoids Clustering techniques;K-Means Clustering techniques;classification models;patient treatment","","","","","","","","","IEEE","IEEE Conferences"
"Managing Criticalities of e-Health IoT systems","C. Kotronis; G. Minou; G. Dimitrakopoulos; M. Nikolaidou; D. Anagnostopoulos; A. Amira; F. Bensaali; H. Baali; H. Djelouat","Department of Informatics &amp; Telematics, Harokopio University of Athens, Athens, Greece; Department of Informatics &amp; Telematics, Harokopio University of Athens, Athens, Greece; Department of Informatics &amp; Telematics, Harokopio University of Athens, Athens, Greece; Department of Informatics &amp; Telematics, Harokopio University of Athens, Athens, Greece; Department of Informatics &amp; Telematics, Harokopio University of Athens, Athens, Greece; College of Engineering, Qatar University, Doha, Qatar; College of Engineering, Qatar University, Doha, Qatar; College of Engineering, Qatar University, Doha, Qatar; College of Engineering, Qatar University, Doha, Qatar","2017 IEEE 17th International Conference on Ubiquitous Wireless Broadband (ICUWB)","","2017","","","1","5","","","","10.1109/ICUWB.2017.8251004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8251004","Internet of Things;e-Health Services;Criticalities;Remote Elderly Monitoring;Smart Ambulance Systems","Medical services;Medical diagnostic imaging;Real-time systems;Monitoring;Sensors;Senior citizens;Mission critical systems","cloud computing;health care;Internet of Things;patient care;patient monitoring;telemedicine","medical issues;noncritical peripheral components;healthcare IoT systems;system implementation;mixed-criticality characteristics;remote elderly monitoring platform;smart ambulance system;e-health IoT systems;cloud computation;storage technologies;systems-of-systems;Internet of Things;computer-assisted smart transportation;health care practices","","","","","","","","","IEEE","IEEE Conferences"
"Vision for commercialization of MEMS - A view from the industry","S. Kaminaga","SPP Technologies Co., Ltd., Tokyo, Japan","2016 IEEE 29th International Conference on Micro Electro Mechanical Systems (MEMS)","","2016","","","242","242","","","","10.1109/MEMSYS.2016.7421604","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7421604","","Micromechanical devices;Commercialization;Gas detectors;Etching;Chemical sensors;Medical services","micromechanical devices;sputter etching;wireless sensor networks","MEMS commercialization;microelectro mechanical systems;deep reactive ion etching;DRIE technology;MEMS devices;wireless sensor network systems;Internet of Things;IoT","","","","","","","","","IEEE","IEEE Conferences"
"HealthIoT Ontology for Data Semantic Representation and Interpretation Obtained from Medical Connected Objects","A. Rhayem; M. B. A. Mhiri; F. Gargouri","NA; NA; NA","2017 IEEE/ACS 14th International Conference on Computer Systems and Applications (AICCSA)","","2017","","","1470","1477","","","","10.1109/AICCSA.2017.171","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8308463","Internet of Things;Internet of Medical Things;Ontology;Semantic Interoperability;Semantic reasoning","Semantics;Ontologies;Medical services;Cognition;Interoperability;Temperature sensors","health care;Internet of Things;knowledge representation languages;medical information systems;ontologies (artificial intelligence);open systems;semantic Web;telemedicine","medical connected objects;semantic interoperability;HealthIoT ontology;data semantic representation;data semantic interpretation;health data exchange;health data sharing;SWRL rules;Semantic Web Rule Language","","","","","","","","","IEEE","IEEE Conferences"
"Ethical assessment in e-Health","A. K. L. Jumelle; I. Ispas; C. Thuernmler; O. H. Mival; E. Kosta; P. Casla; S. R. de Azúa; A. González-Pinto","Institute for Informatics & Digital Innovation, Edinburgh Napier University, Edinburgh, UK; Ministry of National Education, Bucharest, Romania; Institute for Informatics & Digital Innovation, Edinburgh Napier University, Edinburgh, UK; Institute for Informatics & Digital Innovation, Edinburgh Napier University, Edinburgh, UK; Tilburgh University, Tilburgh, The Netherlands; IK4. Tekniker, Basque Country, Spain; Neuroscience Department, University of the Basque Country, Leioa, Spain; Neuroscience Department, University of the Basque Country, Leioa, Spain","2014 IEEE 16th International Conference on e-Health Networking, Applications and Services (Healthcom)","","2014","","","262","268","","","","10.1109/HealthCom.2014.7001852","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7001852","e-Health;m-Health ethics;FI-PPP;FI-STAR;Future Internet;Healthcare Internet ethics;Internet of Things;Ethical Assessment;Research ethics;Ethical Matrix","Medical services;Europe;Internet;Ethics;Conferences;Virtualization;Educational institutions","ethical aspects;health care;medical administrative data processing","e-health technology;electronic health;m-health technology;mobile health technology;European Commission;future Internet-private public partnership initiative;FI-PPP initiative;future Internet social technological alignment research project;FI-STAR project;ethical-legal frameworks;privacy;international harmonization;ethical matrix;ethical impact assessment","","","","","","","","","IEEE","IEEE Conferences"
"A CMOS-compatible large-scale monolithic integration of heterogeneous multi-sensors on flexible silicon for IoT applications","J. M. Nassar; G. A. T. Sevilla; S. J. Velling; M. D. Cordero; M. M. Hussain","Integrated Nanotechnology Lab and Integrated Disruptive Electronic Applications (IDEA) Lab, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Saudi Arabia; Integrated Nanotechnology Lab and Integrated Disruptive Electronic Applications (IDEA) Lab, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Saudi Arabia; Material &amp; Nanoscience Program, Faculty of Science, University of Waterloo, Waterloo ON, N2L-3G1, Canada; Integrated Nanotechnology Lab and Integrated Disruptive Electronic Applications (IDEA) Lab, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Saudi Arabia; Integrated Nanotechnology Lab and Integrated Disruptive Electronic Applications (IDEA) Lab, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Saudi Arabia","2016 IEEE International Electron Devices Meeting (IEDM)","","2016","","","18.6.1","18.6.4","","","","10.1109/IEDM.2016.7838448","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7838448","","","CMOS integrated circuits;flexible electronics;health care;Internet of Things;monolithic integrated circuits;sensor fusion","CMOS technology;system level integration;flexible bulk silicon based multi-sensors platform;physical deformations;advanced wearable version;body vital monitoring;advanced healthcare;IoT applications","","","","","","","","","IEEE","IEEE Conferences"
"A Privacy Preserving Framework for the Internet of Things","D. E. D. I. Abou-Tair; S. Büchsenstein; A. Khalifeh","School of Electrical Engineering and Information Technology, German-Jordanian University, Amman, 11180, Jordan; School of Electrical Engineering and Information Technology, German-Jordanian University, Amman, 11180, Jordan; School of Electrical Engineering and Information Technology, German-Jordanian University, Amman, 11180, Jordan","2018 19th IEEE/ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing (SNPD)","","2018","","","27","31","","","","10.1109/SNPD.2018.8441162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8441162","Internet of Things;Cloud Computing;FOG Computing;Privacy;Security","Privacy;Cloud computing;Cryptography;Data privacy;Edge computing;Internet of Things","","","","","","","","","","","IEEE","IEEE Conferences"
"Robots as-a-service in cloud computing: Search and rescue in large-scale disasters case study","C. Mouradian; S. Yangui; R. H. Glitho","CIISE, Concordia University, QC, Canada; CIISE, Concordia University, QC, Canada; CIISE, Concordia University, QC, Canada","2018 15th IEEE Annual Consumer Communications & Networking Conference (CCNC)","","2018","","","1","7","","","","10.1109/CCNC.2018.8319200","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8319200","Cloud Computing;Infrastructure-as-a-Service (IaaS);Internet of Things (IoT);Robot as-a-Service","Cloud computing;Computer architecture;Virtualization;Robot kinematics;Logic gates;Robot sensing systems","cloud computing;control engineering computing;disasters;emergency management;Internet of Things;rescue robots;software architecture;virtualisation","large-scale disasters;Infrastructure-as-a-Service;IoT;search and rescue robots;IaaS architecture;heterogeneous robots;Network-level robots virtualization;cloud services;cloud environments;disaster management;autonomous vehicles;IoT applications;cloud computing","","","","","","","","","IEEE","IEEE Conferences"
"BSN-Care: A Secure IoT-Based Modern Healthcare System Using Body Sensor Network","P. Gope; T. Hwang","Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan; Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan","IEEE Sensors Journal","","2016","16","5","1368","1376","","","","10.1109/JSEN.2015.2502401","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332745","BSN;Data privacy;Data integrity;Authentication;BSN;data privacy;data integrity;authentication","Medical services;Security;Sensors;Monitoring;Biomedical monitoring;Wireless sensor networks;Wireless communication","biomedical transducers;body sensor networks;computer network security;health care;Internet;Internet of Things;medical computing;patient care;patient monitoring","BSN-care;secure IoT-based modern healthcare system;body sensor network;Internet of Things;patient information management;healthcare management;patient monitoring;tiny-powered lightweight wireless sensor node","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Internet of m-health Things “m-IoT”","R. S. H. Istepanian; A. Sungoor; A. Faisal; N. Philip","Mobile Information & Network Technologies Centre (MINT), Kingston University London, UK; Mobile Information & Network Technologies Centre (MINT), Kingston University London, UK; Mobile Information & Network Technologies Centre (MINT), Kingston University London, UK; Mobile Information & Network Technologies Centre (MINT), Kingston University London, UK","IET Seminar on Assisted Living 2011","","2011","","","1","3","","","","10.1049/ic.2011.0036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6183148","m-health;Internet of Things;chronic disease management;Wireless Sensor Network","","4G mobile communication;health care;Internet;IP networks;mobile computing;personal area networks;temperature measurement","Internet of M-health things;sensing device;intelligent identification;intelligent management;heterogeneous connectivity environment;communication connectivity;elderly disabled patient care service;innovative networking architecture;AAL environment;mobile computing;medical sensor;evolutionary concept;healthcare connectivity paradigm;IP-based communication technology interconnection;4G network;Internet based healthcare service;m-IoT architecture;6LoWPAN technology;body temperature measurement","","","","","","","","","IET","IET Conferences"
"A Personal Health Index System with IoT Devices","M. K. Kim; H. T. Jung; S. D. Kim; H. J. La","NA; NA; NA; NA","2016 IEEE International Conference on Mobile Services (MS)","","2016","","","174","177","","","","10.1109/MobServ.2016.34","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7787072","Healthcare IoT;Toilet System;Health Index","","data analysis;health care;Internet of Things;medical computing","personal health index system;Internet of Things;medical IoT device;medical context analysis;toilet-based personal health care system;Rainbow Toilet System","","","","","","","","","IEEE","IEEE Conferences"
"Energy effective data migration methodology with memory access awareness for IoT devices","Y. Han; S. Park","Dept. of Computer Science and Engineering, Ewha Womans University, Seoul, Republic of Korea; Dept. of Computer Science and Engineering, Ewha Womans University, Seoul, Republic of Korea","2018 International ECTI Northern Section Conference on Electrical, Electronics, Computer and Telecommunications Engineering (ECTI-NCON)","","2018","","","54","59","","","","10.1109/ECTI-NCON.2018.8378281","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8378281","Internet of Things;embedded system;hybrid memory;energy efficiency;battery life;data migration","Flash memories;Benchmark testing;Random access memory;Embedded systems;Memory management;Batteries;Nonvolatile memory","embedded systems;flash memories;Internet of Things;power aware computing;SRAM chips;storage management","battery life;energy effective data migration methodology;memory access awareness;IoT devices;healthcare device industries;energy consumption;read-dominant data;hybrid memory;memory access patterns;flash memory sector;Internet of Things technology;SRAM;embedded system","","","","","","","","","IEEE","IEEE Conferences"
"A semantic smart interconnected healthcare system using ontology and cloud computing","A. Abatal; H. Khallouki; M. Bahaj","Mathematics and computer science department, Hassan I University, Faculty of Sciences and Techniques, Settat, Morocco; Mathematics and computer science department, Hassan I University, Faculty of Sciences and Techniques, Settat, Morocco; Mathematics and computer science department, Hassan I University, Faculty of Sciences and Techniques, Settat, Morocco","2018 4th International Conference on Optimization and Applications (ICOA)","","2018","","","1","5","","","","10.1109/ICOA.2018.8370595","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8370595","Smart;healthcare system;semantic;semantic web medical records;cloud;ontology","Ontologies;Monitoring;Cloud computing;Internet of Things;Semantics","cloud computing;data visualisation;health care;medical information systems;ontologies (artificial intelligence);semantic Web","semantic web;ontology;cloud computing;healthcare assistants;semantic smart interconnected healthcare based system;health-related information;medical records;real time data collection","","","","","","","","","IEEE","IEEE Conferences"
"The potential of Internet of Things (IoT) for assisted living applications","R. S. H. Istepanian","Kingston University, London, UK","IET Seminar on Assisted Living 2011","","2011","","","1","40","","","","10.1049/ic.2011.0040","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6183152","","","4G mobile communication;cellular radio;diseases;geriatrics;health care;Internet;IP networks;Long Term Evolution;mobile computing;personal area networks;protocols;radiofrequency identification;wireless sensor networks","m-IOT;healthcare IT;medicine;mobile healthcare;Long Term Evolution;4G health;m-health;Internet of things;RFID;protocol;WSN;AAL systems;diabetes management system;cellular phone;assisted living;wireless medical sensors;ulPv6;6LoWPAN","","","","","","","","","IET","IET Conferences"
